Date,Open,High,Low,Close,Volume,Stock,LABEL
2010-12-07,30.49,32.4,30.05,31.56,1311548,TSLA,-1
2017-02-14,279.03,287.39,278.61,280.98,7192881,TSLA,1
2016-05-24,216.6,218.74,215.18,217.91,2928659,TSLA,-1
2012-05-17,29.3,29.79,28.24,28.57,1020136,TSLA,-1
2012-05-31,30.07,30.29,28.75,29.5,1118701,TSLA,1
2010-11-10,24.48,29.97,24.05,29.36,3061038,TSLA,-1
2012-03-30,37.74,37.94,36.68,37.24,886312,TSLA,1
2014-09-26,248.25,249.73,246.07,246.6,3797706,TSLA,1
2014-01-27,175.16,177.92,164.71,169.62,8730116,TSLA,-1
2017-11-10,302.5,308.36,301.85,302.99,4621912,TSLA,1
2010-12-03,32.01,32.25,30.87,31.49,1103490,TSLA,-1
2014-06-27,234.69,240.0,234.5,239.06,5637421,TSLA,1
2015-03-30,185.85,192.25,181.8,190.57,10089500,TSLA,-1
2017-05-25,311.02,316.97,307.81,316.83,5004038,TSLA,1
2015-07-30,262.69,266.94,262.11,266.79,2034500,TSLA,-1
2010-11-12,28.25,30.5,28.07,29.84,2668613,TSLA,-1
2014-09-02,275.5,284.89,274.3,284.12,9837877,TSLA,1
2012-03-13,36.5,36.59,35.5,36.09,1001643,TSLA,-1
2015-12-15,221.82,222.22,218.0,221.09,2244400,TSLA,1
2011-04-01,27.7,28.18,26.57,26.66,2864787,TSLA,-1
2017-10-18,355.97,363.0,354.13,359.65,4936166,TSLA,1
2014-02-28,249.6,252.68,242.55,244.81,14605746,TSLA,-1
2011-05-03,27.38,27.39,26.5,26.87,913965,TSLA,-1
2014-06-20,228.52,231.29,226.2,229.59,4906472,TSLA,1
2015-08-26,227.93,228.0,215.51,224.84,4963000,TSLA,-1
2016-12-09,190.87,193.836,190.81,192.18,2692753,TSLA,-1
2012-03-09,33.2,35.31,33.2,34.74,1553323,TSLA,-1
2016-10-14,200.66,201.43,196.3,196.51,3194201,TSLA,1
2014-12-02,234.33,234.88,228.0,231.43,5884948,TSLA,1
2012-07-02,31.35,31.8,30.19,30.4,1315534,TSLA,-1
2013-07-08,121.37,122.18,118.82,121.61,7817291,TSLA,1
2013-05-02,53.85,55.27,53.7,54.11,3050341,TSLA,-1
2011-02-22,22.85,23.0,21.78,21.87,2064540,TSLA,-1
2014-02-24,208.76,218.36,208.32,217.65,8299862,TSLA,1
2016-08-16,225.49,227.19,223.41,223.61,1702132,TSLA,1
2017-07-20,326.9,330.22,324.2,329.92,5145881,TSLA,1
2014-06-26,237.17,240.4,234.21,235.6,5121843,TSLA,-1
2011-06-24,27.69,27.97,27.26,27.57,3326368,TSLA,-1
2014-11-14,250.0,258.85,248.5,258.68,6098847,TSLA,1
2015-01-16,190.7,194.49,189.65,193.07,3603059,TSLA,-1
2010-07-08,16.14,17.52,15.57,17.46,7719539,TSLA,-1
2013-04-19,47.46,49.88,47.07,47.83,3012136,TSLA,1
2015-10-07,236.63,237.7,229.12,231.96,6813900,TSLA,1
2014-05-23,204.4,207.76,202.5,207.3,4009426,TSLA,-1
2016-01-27,192.38,193.26,185.77,188.07,3530660,TSLA,-1
2016-12-28,221.53,223.8,217.2,219.74,3685700,TSLA,1
2010-09-21,20.89,21.55,20.67,20.77,796000,TSLA,-1
2017-02-16,277.6,280.0,268.5,268.95,7022600,TSLA,1
2011-03-01,24.05,24.32,23.7,23.94,1106350,TSLA,-1
2012-11-01,28.25,29.49,28.2,29.245,1024054,TSLA,1
2012-09-25,28.62,29.48,27.53,27.66,5683952,TSLA,-1
2016-07-25,222.27,231.39,221.372,230.01,3852884,TSLA,1
2015-02-12,193.57,203.09,193.28,202.88,15645581,TSLA,-1
2017-05-02,324.0,327.66,316.56,318.89,5317939,TSLA,1
2014-08-21,256.52,258.8,253.26,254.34,2917881,TSLA,-1
2015-11-02,208.92,215.8,207.22,213.79,3927773,TSLA,-1
2015-07-10,262.22,263.0,257.82,259.15,2610800,TSLA,1
2016-03-16,218.0,222.58,217.02,221.93,3516703,TSLA,-1
2012-10-09,29.12,29.12,28.25,28.37,1192979,TSLA,-1
2015-05-29,251.0,252.87,249.43,250.8,3789200,TSLA,1
2012-04-02,37.33,37.97,36.53,36.58,1028504,TSLA,-1
2016-09-20,206.85,207.75,203.91,204.64,1657410,TSLA,1
2017-10-25,336.7,337.5,323.56,325.84,8584204,TSLA,1
2017-07-18,317.5,329.13,315.66,328.24,6365551,TSLA,1
2013-03-07,37.73,38.65,36.88,38.23,1158254,TSLA,-1
2010-08-23,19.09,20.39,19.0,20.13,1088029,TSLA,-1
2013-07-31,132.57,134.98,131.45,134.28,6350170,TSLA,1
2015-04-24,220.5,220.8,218.01,218.43,2427843,TSLA,1
2016-06-09,234.98,235.33,227.06,229.36,4145457,TSLA,1
2015-05-14,244.82,244.89,241.25,244.1,2895900,TSLA,1
2011-02-18,23.33,23.49,22.96,23.18,2317627,TSLA,-1
2016-12-19,202.49,204.45,199.84,202.73,3403226,TSLA,1
2013-02-15,38.5,38.51,36.95,37.04,2017949,TSLA,-1
2016-03-23,232.37,234.73,222.03,222.58,4948841,TSLA,1
2014-09-18,263.37,265.6,262.32,263.82,3695295,TSLA,1
2017-07-24,330.24,343.399,330.01,342.52,8599011,TSLA,1
2016-03-03,188.28,197.42,184.22,195.74,4246868,TSLA,-1
2017-02-27,248.17,248.36,242.01,246.23,11213033,TSLA,1
2012-07-13,32.97,34.4,32.83,34.25,1304712,TSLA,-1
2016-08-10,228.24,229.87,224.62,225.65,1859500,TSLA,1
2017-05-18,307.0,313.94,305.31,313.06,5653801,TSLA,1
2012-01-30,29.48,29.61,28.53,29.57,690147,TSLA,-1
2012-12-10,34.43,34.8,34.18,34.57,929751,TSLA,1
2014-10-09,262.25,265.54,254.4,257.01,7354414,TSLA,1
2016-02-16,158.7,162.95,154.11,155.17,5354390,TSLA,-1
2017-05-31,337.69,342.89,335.16,341.01,9937889,TSLA,1
2013-09-10,161.44,167.5,160.63,166.37,8961506,TSLA,-1
2011-01-04,26.66,26.95,26.02,26.67,1189071,TSLA,-1
2016-09-09,199.09,199.92,193.7,194.47,3103198,TSLA,1
2011-10-04,23.29,24.32,22.93,23.66,1200214,TSLA,-1
2013-05-17,92.5,94.44,87.5,91.5,19002905,TSLA,1
2015-01-26,201.83,208.62,201.05,206.55,3232634,TSLA,1
2015-03-26,193.92,194.79,189.7,190.4,4127900,TSLA,-1
2016-07-07,213.1,218.12,213.01,215.94,2738871,TSLA,1
2015-06-17,252.17,264.36,252.02,260.41,5512900,TSLA,1
2017-09-14,364.33,377.96,362.63,377.64,7171437,TSLA,1
2011-01-03,26.84,27.0,25.9,26.62,1282904,TSLA,-1
2015-01-21,189.55,198.68,189.55,196.57,5389193,TSLA,1
2014-02-06,176.15,180.11,176.0,178.38,5844548,TSLA,-1
2015-02-03,213.11,220.37,211.27,218.36,4825015,TSLA,1
2016-08-19,223.54,225.169,222.53,225.0,1266596,TSLA,1
2011-05-16,27.99,27.99,26.55,26.6,755622,TSLA,-1
2012-05-14,31.92,32.13,30.05,30.06,1408827,TSLA,1
2015-08-07,243.58,243.73,238.39,242.51,5073300,TSLA,1
2011-06-23,27.2,27.72,26.21,27.71,1169990,TSLA,-1
2017-03-31,278.73,279.68,276.32,278.3,3224621,TSLA,1
2013-06-26,103.8,105.87,102.66,105.72,6607540,TSLA,-1
2011-11-21,32.29,32.44,31.05,31.76,1031524,TSLA,-1
2016-07-28,227.95,230.76,226.6,230.61,2131840,TSLA,1
2011-03-17,23.24,23.43,22.64,22.81,922504,TSLA,-1
2016-08-22,224.17,225.11,222.68,222.93,1727526,TSLA,1
2016-11-16,182.65,184.73,181.21,183.93,3405210,TSLA,-1
2010-11-30,33.74,35.33,33.41,35.33,2222558,TSLA,-1
2015-06-25,266.45,271.41,265.25,268.79,2849200,TSLA,1
2011-01-11,28.59,28.71,26.92,26.96,1710701,TSLA,-1
2012-10-11,28.94,28.98,28.25,28.32,450571,TSLA,1
2016-06-13,219.5,225.77,217.66,217.87,3585438,TSLA,1
2014-04-07,205.81,216.2,203.51,207.52,9841678,TSLA,-1
2012-08-27,29.57,29.7,28.17,28.32,1350325,TSLA,-1
2014-02-04,180.76,181.6,176.2,178.73,4687864,TSLA,1
2017-04-12,306.34,308.448,296.32,296.84,5925683,TSLA,1
2012-01-03,28.94,29.5,27.65,28.08,928052,TSLA,-1
2017-06-09,374.42,376.87,354.8,357.32,17251584,TSLA,1
2013-10-04,176.4,181.18,172.65,180.98,14393827,TSLA,-1
2017-11-01,332.25,332.60900000000004,320.26,321.08,8457336,TSLA,1
2015-04-09,208.43,210.37,206.12,210.09,3797207,TSLA,-1
2014-02-18,205.24,206.0,201.36,203.7,9346524,TSLA,-1
2016-03-11,207.93,209.42,205.33,207.5,2816476,TSLA,1
2016-12-29,218.56,219.2,214.123,214.65,3947186,TSLA,1
2012-06-13,29.55,30.64,29.47,29.77,844371,TSLA,-1
2012-07-31,27.54,27.97,27.35,27.42,1575060,TSLA,-1
2014-09-17,262.61,264.7,259.5,261.38,5179248,TSLA,1
2013-07-12,125.5,129.94,124.51,129.9,11345709,TSLA,-1
2015-04-14,208.57,209.49,205.5,207.46,3025900,TSLA,1
2010-12-06,31.35,31.45,29.56,30.31,1274375,TSLA,-1
2017-07-03,370.24,371.35,351.5,352.5,6305401,TSLA,1
2015-04-06,198.0,207.75,197.5,203.1,12455800,TSLA,-1
2014-02-27,261.11,261.9,248.33,252.54,17958741,TSLA,1
2017-10-09,349.65,351.75,342.67,342.94,7464351,TSLA,1
2012-11-28,32.148,34.29,31.91,33.21,1287699,TSLA,-1
2011-08-22,23.11,23.8,21.68,21.95,986081,TSLA,-1
2010-10-08,20.43,20.79,20.39,20.43,266219,TSLA,-1
2016-12-22,208.22,209.99,206.5,208.45,3030425,TSLA,1
2015-12-18,232.89,235.9,229.29,230.46,3014100,TSLA,1
2015-06-09,255.4,257.74,254.14,256.0,2609744,TSLA,1
2016-11-04,189.0,193.46,185.96,190.56,5146043,TSLA,-1
2011-12-23,28.0,28.0,27.52,27.9,591390,TSLA,-1
2015-01-27,204.41,208.03,203.3,205.98,2780619,TSLA,1
2012-05-11,32.49,33.44,32.16,32.25,1221205,TSLA,-1
2016-05-11,207.59,215.48,206.05,208.96,5042386,TSLA,1
2011-10-11,27.51,27.77,27.09,27.61,575603,TSLA,-1
2013-05-07,62.0,62.37,55.12,55.51,9991945,TSLA,1
2013-11-27,121.31,126.95,119.52,126.94,12351585,TSLA,1
2011-01-26,24.71,24.88,24.1,24.75,1079867,TSLA,-1
2014-03-05,256.72,256.99,251.8,252.66,5939333,TSLA,1
2017-08-03,345.33,350.0,343.15,347.077,13526360,TSLA,1
2017-05-26,317.28,325.49,316.31,325.14,7791970,TSLA,-1
2011-04-28,27.07,27.69,26.72,27.66,1644897,TSLA,-1
2012-04-18,32.09,32.75,31.53,32.66,823096,TSLA,1
2010-10-14,21.0,21.03,20.4,20.75,294620,TSLA,-1
2015-11-16,206.09,214.98,205.8,214.31,2925300,TSLA,1
2013-08-14,142.72,144.84,138.05,139.36,11690416,TSLA,-1
2013-08-26,165.11,173.0,160.25,164.22,24149703,TSLA,1
2011-04-04,26.78,27.0,25.23,25.83,2609227,TSLA,-1
2013-12-24,150.0,154.97,149.82,151.41,9941485,TSLA,1
2015-03-02,202.7,203.34,195.82,197.32,7922000,TSLA,1
2013-10-11,172.06,179.29,171.2,178.7,8305180,TSLA,-1
2014-04-16,196.85,199.99,190.82,199.11,7204197,TSLA,1
2011-08-19,23.8,24.22,22.0,22.3,1375277,TSLA,-1
2016-11-11,184.24,188.88,183.0,188.56,3902576,TSLA,1
2010-12-10,32.05,32.92,31.13,31.52,427581,TSLA,-1
2012-06-28,31.9,32.11,30.62,31.41,914040,TSLA,-1
2013-01-07,34.61,34.8,33.9,34.34,441909,TSLA,1
2011-07-05,29.19,29.52,28.71,29.14,995989,TSLA,-1
2016-01-11,214.01,214.45,203.0,207.85,4091422,TSLA,1
2017-06-15,372.5,375.46,366.49,375.34,10416088,TSLA,1
2012-05-30,31.08,31.42,30.24,30.41,1307141,TSLA,-1
2016-09-30,202.21,204.98,199.55,204.03,2455082,TSLA,1
2015-11-12,217.85,219.0,212.66,212.94,2915900,TSLA,1
2011-09-21,25.95,26.95,25.7,25.85,987577,TSLA,-1
2015-05-13,247.61,248.3,242.25,243.18,5440100,TSLA,1
2013-02-21,36.49,37.39,34.54,35.16,9037762,TSLA,-1
2011-06-17,26.87,27.7,26.14,26.5,1697936,TSLA,-1
2017-02-07,258.19,260.0,256.42,257.48,4059343,TSLA,1
2013-10-15,185.28,188.79,183.18,183.94,10964705,TSLA,-1
2016-06-29,205.13,211.78,203.0,210.16,4601420,TSLA,1
2013-06-11,98.18,98.68,94.05,94.47,7394691,TSLA,-1
2011-03-25,22.45,23.0,22.4,22.75,567922,TSLA,-1
2012-11-29,33.44,34.0,32.87,33.69,1103315,TSLA,1
2015-02-11,212.21,214.74,207.28,212.8,9657497,TSLA,1
2013-08-19,143.43,147.38,142.83,144.9,8028586,TSLA,-1
2011-05-17,27.0,27.0,25.72,25.96,1234156,TSLA,-1
2010-11-11,28.6,29.1,27.33,28.04,1944794,TSLA,1
2011-09-29,25.72,25.82,23.55,24.12,929545,TSLA,-1
2012-06-26,32.05,32.35,31.39,31.61,2613849,TSLA,1
2013-01-22,34.56,35.55,34.26,35.19,1920131,TSLA,1
2010-07-23,21.19,21.56,21.06,21.29,654049,TSLA,-1
2014-08-11,255.14,263.74,255.0,259.32,8096395,TSLA,1
2013-03-12,38.9,39.38,38.85,39.12,1275062,TSLA,-1
2013-06-28,108.57,109.44,106.71,107.36,5748563,TSLA,1
2013-09-19,170.8,180.47,169.08,177.92,15585189,TSLA,1
2013-04-16,44.19,46.14,43.91,45.59,3180438,TSLA,-1
2016-03-08,203.5,207.5,202.2,202.6,3828797,TSLA,1
2013-10-24,165.0,174.5,162.83,173.15,10791066,TSLA,-1
2015-08-14,247.24,247.93,241.77,243.15,4364800,TSLA,1
2010-10-11,20.44,20.7,20.07,20.24,171194,TSLA,-1
2013-07-18,120.97,122.73,116.18,119.03,11403556,TSLA,1
2011-09-02,23.76,23.76,22.68,23.07,679205,TSLA,-1
2016-06-20,219.5,223.75,218.23,219.7,3020866,TSLA,1
2014-04-08,210.18,216.49,206.42,215.46,6887148,TSLA,-1
2013-01-30,37.85,38.0,37.43,37.52,968098,TSLA,-1
2015-09-16,253.04,262.88,252.88,262.25,4417000,TSLA,1
2011-03-14,23.82,24.0,23.2,23.25,1165971,TSLA,-1
2012-06-27,31.9,32.45,31.57,31.96,1047194,TSLA,1
2013-04-26,53.13,53.74,50.62,51.2,3622100,TSLA,1
2015-08-11,237.15,239.3,234.44,237.37,4262314,TSLA,1
2017-07-25,345.0,345.6,334.15,339.6,6980113,TSLA,1
2013-03-26,37.98,38.22,37.66,37.86,1808137,TSLA,-1
2011-07-28,27.6,28.55,27.54,28.17,906356,TSLA,-1
2014-10-22,233.19,237.39,230.56,231.1,4120286,TSLA,1
2016-09-22,206.4,207.28,203.0,206.43,2334870,TSLA,-1
2014-10-14,228.25,232.47,223.0,227.06,7108069,TSLA,1
2011-06-30,28.6,29.33,28.4,29.13,946654,TSLA,-1
2011-04-11,26.47,26.53,25.02,25.27,1369940,TSLA,-1
2014-10-28,229.6,244.6,228.25,242.77,10516245,TSLA,1
2012-05-18,28.37,28.46,26.83,27.56,1616487,TSLA,-1
2017-09-11,351.35,363.71,350.0,363.69,7651647,TSLA,1
2010-07-09,17.58,17.9,16.55,17.4,4058606,TSLA,-1
2012-02-13,31.55,32.06,30.9,31.49,1157858,TSLA,1
2011-05-13,28.0,28.19,27.3,27.55,661577,TSLA,-1
2016-04-29,248.14,248.43,237.81,240.76,4520491,TSLA,1
2012-07-25,29.92,29.98,28.75,28.95,2843016,TSLA,-1
2015-06-12,250.61,253.46,250.21,250.69,1418300,TSLA,1
2015-08-20,252.06,254.56,241.9,242.18,4905700,TSLA,-1
2014-08-27,263.5,264.24,260.29,263.25,2988243,TSLA,1
2014-10-23,234.65,236.28,232.0,235.29,3494532,TSLA,-1
2017-07-27,346.0,347.5,326.29,334.46,8286495,TSLA,1
2014-02-21,211.34,213.98,209.19,209.6,7827154,TSLA,-1
2011-01-10,28.15,28.68,28.05,28.45,1342612,TSLA,-1
2014-04-28,200.0,203.79,190.5,198.51,7036551,TSLA,1
2012-12-03,33.89,35.0,33.5,34.62,2085753,TSLA,-1
2014-10-15,220.0,230.99,217.32,229.7,9149317,TSLA,1
2017-08-07,357.35,359.48,352.75,355.17,6309779,TSLA,1
2010-09-14,20.54,21.6,20.53,21.12,654629,TSLA,-1
2013-11-14,138.92,140.4,134.11,137.6,12197344,TSLA,1
2011-10-31,29.5,29.51,28.75,29.37,1133969,TSLA,-1
2015-11-06,230.7,233.36,229.5,232.36,2445200,TSLA,1
2010-10-15,20.89,20.9,20.25,20.54,283045,TSLA,-1
2010-09-15,20.98,22.0,20.79,21.98,684558,TSLA,1
2014-12-12,204.82,211.68,204.5,207.0,7171525,TSLA,1
2013-12-18,152.24,154.9,145.95,147.98,11572546,TSLA,-1
2014-12-19,220.19,220.4,214.5,219.29,6906351,TSLA,1
2012-12-07,34.3,34.49,33.85,34.17,664386,TSLA,-1
2012-11-16,31.01,32.0,30.59,31.84,908600,TSLA,-1
2011-02-23,22.18,22.5,21.11,21.83,1605508,TSLA,-1
2016-05-16,208.15,213.15,207.92,208.29,2474446,TSLA,1
2013-01-03,35.18,35.45,34.75,34.77,741941,TSLA,-1
2012-04-26,32.96,33.52,32.91,33.49,425719,TSLA,-1
2011-11-22,31.76,32.79,31.05,32.07,732518,TSLA,-1
2014-09-24,251.12,252.84,247.04,252.14,3751422,TSLA,1
2014-01-24,178.0,180.48,173.53,174.6,7699860,TSLA,-1
2013-11-18,135.27,135.45,119.61,121.58,23102019,TSLA,-1
2015-03-27,189.07,189.29,181.4,185.0,8604900,TSLA,1
2011-03-09,24.66,24.99,24.27,24.72,924721,TSLA,-1
2011-12-13,30.57,30.93,28.91,29.45,994015,TSLA,1
2016-04-07,266.45,269.34,254.51,257.2,7641985,TSLA,1
2012-08-06,27.55,28.7,27.55,28.27,1528169,TSLA,-1
2017-06-27,376.4,376.4,362.02,362.37,6979954,TSLA,1
2017-04-11,313.38,313.47,305.5,308.71,5724577,TSLA,-1
2012-02-09,32.0,32.9,31.43,32.58,1277476,TSLA,-1
2016-01-04,230.72,231.38,219.0,223.41,6124482,TSLA,1
2017-03-07,251.92,253.89,248.32,248.59,3341840,TSLA,1
2017-03-21,262.83,264.8,250.24,250.68,6908554,TSLA,1
2012-07-11,31.57,31.68,31.01,31.51,638516,TSLA,-1
2013-03-15,36.64,36.65,35.21,35.29,3279777,TSLA,1
2013-06-19,102.06,106.67,102.01,104.68,8586860,TSLA,1
2014-08-22,254.54,256.95,252.61,256.78,2836116,TSLA,1
2017-04-17,302.7,304.0,298.68,301.44,4053657,TSLA,1
2011-11-08,31.37,32.0,30.72,31.84,1167830,TSLA,-1
2016-02-29,192.4,196.35,189.222,191.93,4226478,TSLA,1
2011-09-26,26.5,26.52,24.9,25.52,934715,TSLA,-1
2013-03-18,35.3,36.06,34.92,35.15,1316336,TSLA,1
2013-11-25,124.5,125.84,120.3,120.84,10269583,TSLA,1
2015-01-06,210.06,214.2,204.21,211.28,6261603,TSLA,1
2010-10-18,20.52,20.64,20.22,20.23,162729,TSLA,-1
2016-06-03,220.0,221.94,218.01,218.99,1897954,TSLA,1
2014-04-02,220.0,230.89,218.05,230.29,10762713,TSLA,1
2011-02-09,24.13,24.18,22.79,23.21,2635862,TSLA,-1
2011-11-30,32.72,32.93,32.22,32.74,760265,TSLA,1
2015-09-11,247.64,250.24,244.73,250.24,2350800,TSLA,1
2012-02-29,33.81,34.12,33.14,33.41,535684,TSLA,-1
2016-01-26,196.7,197.82,188.88,193.56,4123942,TSLA,1
2014-08-14,262.49,263.0,256.5,261.38,4124822,TSLA,1
2016-09-21,206.37,207.0,201.56,205.22,2086336,TSLA,-1
2017-04-03,286.9,299.0,284.58,298.52,13888618,TSLA,1
2011-10-17,27.86,28.0,27.26,27.42,754439,TSLA,-1
2013-07-02,118.19,121.89,115.5,117.82,12066420,TSLA,1
2015-10-12,222.99,223.0,215.27,215.58,3832398,TSLA,1
2013-10-23,168.91,171.81,160.15,164.5,13324825,TSLA,-1
2011-12-12,30.44,30.62,30.02,30.41,758657,TSLA,-1
2017-03-29,278.34,279.6,275.54,277.38,3562790,TSLA,1
2016-02-26,188.7,192.0,185.0,190.34,5230574,TSLA,-1
2011-01-05,26.48,26.9,26.19,26.83,1446869,TSLA,-1
2014-08-25,258.19,263.68,258.19,262.55,4316612,TSLA,1
2015-10-06,240.0,243.03,235.58,241.46,5235800,TSLA,-1
2013-05-21,88.5,89.99,85.28,87.59,8999781,TSLA,-1
2015-11-24,215.37,221.0,215.0,218.25,2479300,TSLA,1
2015-07-14,262.1,265.99,260.51,265.65,1907422,TSLA,1
2014-03-28,212.9,216.72,210.27,212.37,9684763,TSLA,-1
2015-02-19,205.0,212.44,203.75,211.71,5150645,TSLA,-1
2016-04-25,253.01,257.38,250.76,251.82,3070857,TSLA,1
2010-08-26,19.89,20.27,19.6,19.75,433736,TSLA,-1
2016-09-06,199.02,203.25,199.0,202.82,4220936,TSLA,1
2013-04-22,48.6,50.2,47.75,50.19,3939327,TSLA,-1
2013-01-28,36.86,38.71,36.86,38.03,1985992,TSLA,-1
2015-02-06,222.0,223.4,216.5,217.36,3242225,TSLA,1
2012-12-18,34.26,35.07,34.26,34.59,1554336,TSLA,-1
2014-03-26,221.94,222.6,211.35,212.96,6907300,TSLA,1
2016-06-30,212.97,213.5,209.02,212.28,3611804,TSLA,-1
2014-07-24,223.25,225.1,220.8,223.54,3246682,TSLA,1
2012-06-06,28.2,29.45,28.14,29.15,889102,TSLA,-1
2010-11-16,31.0,31.4,28.42,29.67,1347531,TSLA,1
2012-03-22,34.97,35.15,34.3,34.4,458759,TSLA,1
2017-10-03,335.9,348.55,331.28,348.14,10126541,TSLA,1
2016-05-12,211.44,211.67,203.657,207.2,3066746,TSLA,-1
2011-05-23,27.54,27.62,26.62,26.82,863548,TSLA,-1
2014-02-19,203.7,203.7,193.41,193.64,16314376,TSLA,1
2012-03-15,35.28,35.48,34.78,35.0,571596,TSLA,-1
2013-04-04,41.11,42.25,40.81,42.01,2264867,TSLA,1
2013-05-31,106.26,106.44,97.73,97.76,15167094,TSLA,1
2013-09-27,187.52,191.28,186.43,190.9,5920082,TSLA,1
2013-02-12,38.45,38.87,37.29,37.89,2261246,TSLA,-1
2013-11-19,119.22,129.0,119.22,126.09,19803316,TSLA,1
2016-01-20,199.4,201.28,191.25,198.7,5319658,TSLA,1
2017-02-01,253.05,253.2,249.05,249.24,3922415,TSLA,1
2015-04-30,230.39,232.89,225.17,226.05,3911800,TSLA,-1
2011-03-23,22.11,22.27,21.77,22.21,422793,TSLA,-1
2013-11-13,140.84,142.37,136.34,138.7,12645626,TSLA,1
2011-05-05,27.25,27.44,26.17,26.44,1219449,TSLA,-1
2017-01-25,257.31,258.46,251.8,254.47,5115499,TSLA,1
2016-06-08,233.8,240.845,232.605,235.52,5092613,TSLA,-1
2013-10-01,193.96,194.23,188.37,193.0,7759410,TSLA,-1
2012-06-19,32.02,32.66,31.5,32.09,911029,TSLA,-1
2016-05-19,213.62,216.79,207.3,215.21,6582419,TSLA,1
2014-05-22,200.35,206.88,199.56,204.88,6214591,TSLA,-1
2015-11-09,232.99,232.99,224.31,225.33,3850860,TSLA,1
2014-05-13,183.76,191.34,183.0,190.16,7093762,TSLA,-1
2011-07-29,27.73,28.4,27.5,28.17,948127,TSLA,-1
2012-02-08,31.61,32.01,31.29,31.93,623626,TSLA,1
2010-08-02,20.5,20.97,20.33,20.92,719145,TSLA,-1
2013-01-31,37.87,37.87,36.93,37.51,901318,TSLA,1
2013-11-01,163.0,165.9,160.41,162.17,7178771,TSLA,1
2015-05-04,228.18,234.73,227.11,230.51,4434500,TSLA,1
2015-05-11,236.29,242.88,235.31,239.49,5672200,TSLA,1
2012-03-23,34.43,34.63,33.15,34.08,1170567,TSLA,-1
2011-07-11,28.4,28.53,28.0,28.35,975703,TSLA,-1
2012-02-17,33.99,34.97,33.5,34.97,1376645,TSLA,1
2015-10-28,211.31,213.45,208.3,212.96,2728500,TSLA,1
2017-01-18,236.65,239.71,235.58,238.36,3717367,TSLA,1
2016-10-24,201.0,203.945,200.25,202.76,2663942,TSLA,-1
2013-02-28,35.89,36.1,34.37,34.83,1964893,TSLA,-1
2013-04-09,41.8,41.83,40.33,40.5,1696036,TSLA,1
2013-05-20,91.12,92.5,88.63,89.94,8337258,TSLA,1
2012-04-05,35.1,35.44,34.68,34.71,1007764,TSLA,-1
2012-09-12,27.9,28.58,27.8,28.28,1145134,TSLA,-1
2016-06-16,217.42,218.04,213.5,217.93,2098911,TSLA,1
2013-01-08,34.5,34.5,33.11,33.68,1283985,TSLA,-1
2012-06-04,28.03,28.41,27.11,27.88,1030834,TSLA,-1
2017-06-29,370.61,371.0,354.1,360.75,8204552,TSLA,1
2013-02-11,37.98,39.15,37.5,38.42,3266148,TSLA,-1
2010-07-16,20.7,21.3,20.05,20.64,2621210,TSLA,-1
2013-05-22,86.37,90.96,85.5,87.24,8568676,TSLA,1
2014-03-21,236.02,236.2,227.5,228.89,8227312,TSLA,1
2012-09-14,30.0,30.65,29.65,30.39,1536569,TSLA,-1
2011-04-27,26.93,27.36,26.63,27.08,996901,TSLA,-1
2012-08-02,26.84,26.85,25.52,26.1,1305016,TSLA,-1
2017-11-02,300.13,308.69,292.63,299.26,19791416,TSLA,1
2017-01-26,254.29,255.74,250.75,252.51,3069385,TSLA,-1
2014-11-26,248.34,249.0,246.6,248.44,1981459,TSLA,-1
2016-02-12,155.0,157.01,143.7,151.04,6375109,TSLA,-1
2016-12-20,203.05,209.0,202.5,208.79,4621849,TSLA,1
2014-12-10,214.13,216.77,207.7,209.84,7310273,TSLA,1
2016-05-05,228.46,228.64,209.79,211.53,10952049,TSLA,1
2015-04-17,204.99,206.88,203.5,206.79,2469900,TSLA,-1
2015-04-20,206.78,207.85,203.85,205.27,2559226,TSLA,-1
2016-12-02,182.88,184.88,180.0,181.47,3961543,TSLA,-1
2016-10-10,201.35,204.14,199.66,200.95,2894705,TSLA,1
2017-03-08,247.0,250.07,245.32,246.83,3643671,TSLA,1
2015-02-04,218.29,221.48,216.8,218.55,3305109,TSLA,-1
2011-12-19,28.11,28.5,27.37,27.75,986952,TSLA,-1
2012-07-03,30.6,31.0,30.4,30.66,947128,TSLA,1
2016-08-17,224.33,224.83,222.8,223.24,1435311,TSLA,1
2011-07-27,28.5,28.5,27.51,27.64,958403,TSLA,-1
2011-08-16,26.13,26.54,25.83,26.1,537688,TSLA,-1
2017-09-29,341.86,344.68,338.601,341.02,5099112,TSLA,1
2010-11-22,31.57,33.45,31.5,33.4,1529622,TSLA,-1
2014-03-18,236.95,241.5,235.02,240.04,6242351,TSLA,1
2015-10-14,220.67,220.95,215.43,216.88,3104400,TSLA,-1
2014-10-27,234.25,234.61,220.31,221.67,9553270,TSLA,1
2011-06-13,28.07,28.88,27.88,28.43,1713641,TSLA,-1
2013-07-11,124.88,126.09,122.35,125.61,7484811,TSLA,1
2016-07-20,226.47,229.8,225.0,228.36,2295648,TSLA,1
2012-02-10,32.26,32.27,29.84,31.1,1876975,TSLA,-1
2010-11-29,35.41,35.95,33.33,34.33,1145543,TSLA,1
2010-08-16,18.45,18.8,18.26,18.78,486211,TSLA,-1
2014-08-13,262.01,265.64,259.61,260.31,6923841,TSLA,1
